libelle_niv__4,date_releve,fluide,quantite_kwh
LOCAUX ASSOCIATIFS P. COCAT,2021-01-11T00:00:00,ELECTRICITE,"1429,68"
LOCAUX ASSOCIATIFS P. COCAT,2021-01-12T00:00:00,ELECTRICITE,"1639,44"
LOCAUX ASSOCIATIFS P. COCAT,2021-12-31T00:00:00,ELECTRICITE,"2143,92"
LOCAUX ASSOCIATIFS P. COCAT,2021-12-31T00:00:00,ELECTRICITE,0
ASSOCIATION SOURCE DE VIE,2021-02-28T00:00:00,ELECTRICITE,42
ASSOCIATION SOURCE DE VIE,2021-04-30T00:00:00,ELECTRICITE,6
ASSOCIATION SOURCE DE VIE,2021-06-30T00:00:00,ELECTRICITE,24
ASSOCIATION SOURCE DE VIE,2021-09-28T00:00:00,ELECTRICITE,45
ASSOCIATION SOURCE DE VIE,2021-10-31T00:00:00,ELECTRICITE,19
ASSOCIATION SOURCE DE VIE,2021-12-31T00:00:00,ELECTRICITE,40
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-01-31T00:00:00,ELECTRICITE,378
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-03-31T00:00:00,ELECTRICITE,418
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-06-17T00:00:00,ELECTRICITE,453
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-07-31T00:00:00,ELECTRICITE,194
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-09-30T00:00:00,ELECTRICITE,296
LCR - LOCAUX ASSOCIATIFS 16 PAUL COCAT,2021-11-30T00:00:00,ELECTRICITE,489
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-02-28T00:00:00,ELECTRICITE,814
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-04-30T00:00:00,ELECTRICITE,100
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-06-30T00:00:00,ELECTRICITE,568
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-08-31T00:00:00,ELECTRICITE,563
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-10-31T00:00:00,ELECTRICITE,661
ESPACE PETITE ENFANCE BLANCHE MONIER,2021-12-31T00:00:00,ELECTRICITE,902
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-03-19T00:00:00,ELECTRICITE,-653
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-04-30T00:00:00,ELECTRICITE,273
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-06-30T00:00:00,ELECTRICITE,301
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-08-31T00:00:00,ELECTRICITE,268
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-10-31T00:00:00,ELECTRICITE,1018
LCR 6 Droite RUE DUBOIS FONTANELLE,2021-12-31T00:00:00,ELECTRICITE,464
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-01-31T00:00:00,ELECTRICITE,2512
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-03-31T00:00:00,ELECTRICITE,2354
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-05-31T00:00:00,ELECTRICITE,-16195
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-07-31T00:00:00,ELECTRICITE,848
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-06-10T00:00:00,ELECTRICITE,-878
LOCAUX 6 BIS RUE HECTOR BERLIOZ rdc,2021-11-30T00:00:00,ELECTRICITE,448
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-02-28T00:00:00,ELECTRICITE,1414
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-04-30T00:00:00,ELECTRICITE,38405
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-06-30T00:00:00,ELECTRICITE,3326
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-08-31T00:00:00,ELECTRICITE,3241
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-10-31T00:00:00,ELECTRICITE,3580
MODULAIRE ASSOCIATION LE RENOUVEAU,2021-12-31T00:00:00,ELECTRICITE,4286
LE TRANSFO (ex BRISE GLACE),2021-01-02T00:00:00,ELECTRICITE,3780
LE TRANSFO (ex BRISE GLACE),2021-01-03T00:00:00,ELECTRICITE,3464
LE TRANSFO (ex BRISE GLACE),2021-01-04T00:00:00,ELECTRICITE,3721
LE TRANSFO (ex BRISE GLACE),2021-01-05T00:00:00,ELECTRICITE,3089
LE TRANSFO (ex BRISE GLACE),2021-01-06T00:00:00,ELECTRICITE,3209
LE TRANSFO (ex BRISE GLACE),2021-01-07T00:00:00,ELECTRICITE,3284
LE TRANSFO (ex BRISE GLACE),2021-01-08T00:00:00,ELECTRICITE,3141
LE TRANSFO (ex BRISE GLACE),2021-01-09T00:00:00,ELECTRICITE,3053
LE TRANSFO (ex BRISE GLACE),2021-01-10T00:00:00,ELECTRICITE,3339
LE TRANSFO (ex BRISE GLACE),2021-01-11T00:00:00,ELECTRICITE,3814
LE TRANSFO (ex BRISE GLACE),2021-01-12T00:00:00,ELECTRICITE,4010
LE TRANSFO (ex BRISE GLACE),2021-12-31T00:00:00,ELECTRICITE,4341
LE TRANSFO (ex BRISE GLACE),2021-12-31T00:00:00,ELECTRICITE,0
"LOCAL ASSOC ""A BORD PERDU""",2021-03-24T00:00:00,ELECTRICITE,181
"LOCAL ASSOC ""A BORD PERDU""",2021-04-30T00:00:00,ELECTRICITE,104
"LOCAL ASSOC ""A BORD PERDU""",2021-06-30T00:00:00,ELECTRICITE,131
"LOCAL ASSOC ""A BORD PERDU""",2021-09-24T00:00:00,ELECTRICITE,179
"LOCAL ASSOC ""A BORD PERDU""",2021-10-31T00:00:00,ELECTRICITE,112
"LOCAL ASSOC ""A BORD PERDU""",2021-12-31T00:00:00,ELECTRICITE,216
ASSOC AHM / DIACONNAT,2021-03-19T00:00:00,ELECTRICITE,1150
ASSOC AHM / DIACONNAT,2021-04-30T00:00:00,ELECTRICITE,1043
ASSOC AHM / DIACONNAT,2021-06-30T00:00:00,ELECTRICITE,1145
ASSOC AHM / DIACONNAT,2021-08-31T00:00:00,ELECTRICITE,1023
ASSOC AHM / DIACONNAT,2021-10-31T00:00:00,ELECTRICITE,2666
ASSOC AHM / DIACONNAT,2021-12-31T00:00:00,ELECTRICITE,1958
SALLE FESTIVE CASEMATES,2021-02-28T00:00:00,ELECTRICITE,"2934,8"
SALLE FESTIVE CASEMATES,2021-04-29T00:00:00,ELECTRICITE,-2691
SALLE FESTIVE CASEMATES,2021-06-30T00:00:00,ELECTRICITE,"1089,05"
SALLE FESTIVE CASEMATES,2021-08-31T00:00:00,ELECTRICITE,"1085,83"
SALLE FESTIVE CASEMATES,2021-02-11T00:00:00,ELECTRICITE,"-1105,61"
SALLE FESTIVE CASEMATES,2021-12-31T00:00:00,ELECTRICITE,"738,3"
SALLE POLYVALENTE PINAL,2021-02-28T00:00:00,ELECTRICITE,195
SALLE POLYVALENTE PINAL,2021-02-05T00:00:00,ELECTRICITE,163
SALLE POLYVALENTE PINAL,2021-02-07T00:00:00,ELECTRICITE,119
SALLE POLYVALENTE PINAL,2021-01-09T00:00:00,ELECTRICITE,184
SALLE POLYVALENTE PINAL,2021-02-11T00:00:00,ELECTRICITE,289
SALLE POLYVALENTE PINAL,2021-12-31T00:00:00,ELECTRICITE,373
SALLE POLYVALENTE ZAC DE BONNE,2021-02-28T00:00:00,ELECTRICITE,207
SALLE POLYVALENTE ZAC DE BONNE,2021-04-30T00:00:00,ELECTRICITE,239
SALLE POLYVALENTE ZAC DE BONNE,2021-06-30T00:00:00,ELECTRICITE,197
SALLE POLYVALENTE ZAC DE BONNE,2021-08-31T00:00:00,ELECTRICITE,-9
SALLE POLYVALENTE ZAC DE BONNE,2021-10-31T00:00:00,ELECTRICITE,147
SALLE POLYVALENTE ZAC DE BONNE,2021-12-31T00:00:00,ELECTRICITE,237
SALLE POLYVALENTE BLANCHE MONIER,2021-02-28T00:00:00,ELECTRICITE,447
SALLE POLYVALENTE BLANCHE MONIER,2021-04-30T00:00:00,ELECTRICITE,244
SALLE POLYVALENTE BLANCHE MONIER,2021-06-30T00:00:00,ELECTRICITE,271
SALLE POLYVALENTE BLANCHE MONIER,2021-08-31T00:00:00,ELECTRICITE,242
SALLE POLYVALENTE BLANCHE MONIER,2021-10-31T00:00:00,ELECTRICITE,360
SALLE POLYVALENTE BLANCHE MONIER,2021-12-31T00:00:00,ELECTRICITE,469
SALLE FESTIVE PREMOL,2021-01-31T00:00:00,ELECTRICITE,"1078,82"
SALLE FESTIVE PREMOL,2021-09-04T00:00:00,ELECTRICITE,"1254,84"
SALLE FESTIVE PREMOL,2021-06-06T00:00:00,ELECTRICITE,"983,3"
SALLE FESTIVE PREMOL,2021-06-08T00:00:00,ELECTRICITE,"996,98"
SALLE FESTIVE PREMOL,2021-05-11T00:00:00,ELECTRICITE,"1773,88"
SALLE FESTIVE PREMOL,2021-06-12T00:00:00,ELECTRICITE,"766,86"
SALLE POLYVALENTE LUCIE AUBRAC,2021-02-28T00:00:00,ELECTRICITE,"121,77"
SALLE POLYVALENTE LUCIE AUBRAC,2021-05-18T00:00:00,ELECTRICITE,"170,61"
SALLE POLYVALENTE LUCIE AUBRAC,2021-06-30T00:00:00,ELECTRICITE,"42,57"
SALLE POLYVALENTE LUCIE AUBRAC,2021-08-31T00:00:00,ELECTRICITE,"54,45"
SALLE POLYVALENTE LUCIE AUBRAC,2021-10-31T00:00:00,ELECTRICITE,"81,18"
SALLE POLYVALENTE LUCIE AUBRAC,2021-12-31T00:00:00,ELECTRICITE,"29,04"
SALLE POLYVALENTE CHRISTIAN GALLI,2021-02-28T00:00:00,ELECTRICITE,1099
SALLE POLYVALENTE CHRISTIAN GALLI,2021-04-30T00:00:00,ELECTRICITE,905
SALLE POLYVALENTE CHRISTIAN GALLI,2021-06-30T00:00:00,ELECTRICITE,330
SALLE POLYVALENTE CHRISTIAN GALLI,2021-08-31T00:00:00,ELECTRICITE,613
SALLE POLYVALENTE CHRISTIAN GALLI,2021-11-19T00:00:00,ELECTRICITE,1430
SALLE POLYVALENTE CHRISTIAN GALLI,2021-12-31T00:00:00,ELECTRICITE,779
SALLE POLYVALENTE MISTRAL,2021-02-23T00:00:00,ELECTRICITE,1390
SALLE POLYVALENTE MISTRAL,2021-03-31T00:00:00,ELECTRICITE,186
SALLE POLYVALENTE MISTRAL,2021-05-31T00:00:00,ELECTRICITE,243
SALLE POLYVALENTE MISTRAL,2021-07-31T00:00:00,ELECTRICITE,191
SALLE POLYVALENTE MISTRAL,2021-09-30T00:00:00,ELECTRICITE,211
SALLE POLYVALENTE MISTRAL,2021-11-30T00:00:00,ELECTRICITE,348
SALLE POLYVALENTE SAINT BRUNO,2021-02-28T00:00:00,ELECTRICITE,2112
SALLE POLYVALENTE SAINT BRUNO,2021-04-30T00:00:00,ELECTRICITE,1851
SALLE POLYVALENTE SAINT BRUNO,2021-06-14T00:00:00,ELECTRICITE,836
SALLE POLYVALENTE SAINT BRUNO,2021-08-31T00:00:00,ELECTRICITE,1866
SALLE POLYVALENTE SAINT BRUNO,2021-09-11T00:00:00,ELECTRICITE,-192
SALLE POLYVALENTE SAINT BRUNO,2021-12-31T00:00:00,ELECTRICITE,2018
SALLE POLYVALENTE LES VIGNES,2021-01-31T00:00:00,ELECTRICITE,720
SALLE POLYVALENTE LES VIGNES,2021-03-31T00:00:00,ELECTRICITE,1029
SALLE POLYVALENTE LES VIGNES,2021-04-30T00:00:00,ELECTRICITE,444
SALLE POLYVALENTE LES VIGNES,2021-06-24T00:00:00,ELECTRICITE,502
SALLE POLYVALENTE LES VIGNES,2021-07-31T00:00:00,ELECTRICITE,472
SALLE POLYVALENTE LES VIGNES,2021-09-30T00:00:00,ELECTRICITE,780
SALLE POLYVALENTE LES VIGNES,2021-12-23T00:00:00,ELECTRICITE,2185
SALLE ROUGE ANNEXE MDH CHORIER BERRIAT,2021-03-31T00:00:00,ELECTRICITE,457
SALLE ROUGE ANNEXE MDH CHORIER BERRIAT,2021-05-31T00:00:00,ELECTRICITE,689
SALLE ROUGE ANNEXE MDH CHORIER BERRIAT,2021-07-31T00:00:00,ELECTRICITE,618
SALLE ROUGE ANNEXE MDH CHORIER BERRIAT,2021-09-30T00:00:00,ELECTRICITE,632
SALLE ROUGE ANNEXE MDH CHORIER BERRIAT,2021-11-30T00:00:00,ELECTRICITE,763
LCR - SALLE POLYVALENTE BEAUVERT,2021-01-31T00:00:00,ELECTRICITE,-20
LCR - SALLE POLYVALENTE BEAUVERT,2021-03-31T00:00:00,ELECTRICITE,123
LCR - SALLE POLYVALENTE BEAUVERT,2021-05-31T00:00:00,ELECTRICITE,94
LCR - SALLE POLYVALENTE BEAUVERT,2021-07-31T00:00:00,ELECTRICITE,5
LCR - SALLE POLYVALENTE BEAUVERT,2021-09-30T00:00:00,ELECTRICITE,51
LCR - SALLE POLYVALENTE BEAUVERT,2021-07-12T00:00:00,ELECTRICITE,276
SALLE POLYVALENTE (ABC LINKCITY),2021-04-18T00:00:00,ELECTRICITE,432
SALLE POLYVALENTE MOYRAND,2021-03-16T00:00:00,ELECTRICITE,113
SALLE POLYVALENTE MOYRAND,2021-04-30T00:00:00,ELECTRICITE,746
SALLE POLYVALENTE MOYRAND,2021-06-30T00:00:00,ELECTRICITE,883
SALLE POLYVALENTE MOYRAND,2021-09-21T00:00:00,ELECTRICITE,-367
SALLE POLYVALENTE MOYRAND,2021-10-31T00:00:00,ELECTRICITE,367
SALLE POLYVALENTE MOYRAND,2021-12-31T00:00:00,ELECTRICITE,641
SALLE POLYVALENTE VIGNY MUSSET,2021-02-28T00:00:00,ELECTRICITE,320
SALLE POLYVALENTE VIGNY MUSSET,2021-04-30T00:00:00,ELECTRICITE,263
SALLE POLYVALENTE VIGNY MUSSET,2021-06-30T00:00:00,ELECTRICITE,196
SALLE POLYVALENTE VIGNY MUSSET,2021-08-31T00:00:00,ELECTRICITE,175
SALLE POLYVALENTE VIGNY MUSSET,2021-10-31T00:00:00,ELECTRICITE,261
SALLE POLYVALENTE VIGNY MUSSET,2021-12-31T00:00:00,ELECTRICITE,339
"DOUCHES ""LES MINIMES""",2021-02-28T00:00:00,ELECTRICITE,583
"DOUCHES ""LES MINIMES""",2021-04-30T00:00:00,ELECTRICITE,509
"DOUCHES ""LES MINIMES""",2021-06-30T00:00:00,ELECTRICITE,528
"DOUCHES ""LES MINIMES""",2021-08-31T00:00:00,ELECTRICITE,346
"DOUCHES ""LES MINIMES""",2021-10-31T00:00:00,ELECTRICITE,511
"DOUCHES ""LES MINIMES""",2021-12-31T00:00:00,ELECTRICITE,614
MJC EAUX CLAIRES,2021-01-02T00:00:00,ELECTRICITE,2663
MJC EAUX CLAIRES,2021-01-03T00:00:00,ELECTRICITE,2797
MJC EAUX CLAIRES,2021-01-04T00:00:00,ELECTRICITE,2056
MJC EAUX CLAIRES,2021-01-05T00:00:00,ELECTRICITE,1818
MJC EAUX CLAIRES,2021-01-06T00:00:00,ELECTRICITE,1212
MJC EAUX CLAIRES,2021-01-07T00:00:00,ELECTRICITE,1388
MJC EAUX CLAIRES,2021-01-08T00:00:00,ELECTRICITE,1607
MJC EAUX CLAIRES,2021-01-09T00:00:00,ELECTRICITE,1228
MJC EAUX CLAIRES,2021-01-10T00:00:00,ELECTRICITE,1349
MJC EAUX CLAIRES,2021-01-11T00:00:00,ELECTRICITE,1977
MJC EAUX CLAIRES,2021-01-12T00:00:00,ELECTRICITE,2361
MJC EAUX CLAIRES,2021-12-31T00:00:00,ELECTRICITE,2316
MJC EAUX CLAIRES,2021-12-31T00:00:00,ELECTRICITE,0
ESPACE JEUNES COCAT,2021-01-02T00:00:00,ELECTRICITE,841
ESPACE JEUNES COCAT,2021-01-03T00:00:00,ELECTRICITE,662
ESPACE JEUNES COCAT,2021-01-04T00:00:00,ELECTRICITE,573
ESPACE JEUNES COCAT,2021-01-05T00:00:00,ELECTRICITE,446
ESPACE JEUNES COCAT,2021-01-06T00:00:00,ELECTRICITE,447
ESPACE JEUNES COCAT,2021-01-07T00:00:00,ELECTRICITE,545
ESPACE JEUNES COCAT,2021-01-08T00:00:00,ELECTRICITE,709
ESPACE JEUNES COCAT,2021-01-09T00:00:00,ELECTRICITE,559
ESPACE JEUNES COCAT,2021-01-10T00:00:00,ELECTRICITE,628
ESPACE JEUNES COCAT,2021-01-11T00:00:00,ELECTRICITE,712
ESPACE JEUNES COCAT,2021-01-12T00:00:00,ELECTRICITE,833
ESPACE JEUNES COCAT,2021-12-31T00:00:00,ELECTRICITE,841
ESPACE JEUNES COCAT,2021-12-31T00:00:00,ELECTRICITE,0
CAP BERRIAT RUE GEORGES JACQUET,2021-02-22T00:00:00,ELECTRICITE,2088
CAP BERRIAT RUE GEORGES JACQUET,2021-02-22T00:00:00,ELECTRICITE,5047
CAP BERRIAT RUE GEORGES JACQUET,2021-02-22T00:00:00,ELECTRICITE,8477
CAP BERRIAT RUE GEORGES JACQUET,2021-03-19T00:00:00,ELECTRICITE,441
CAP BERRIAT RUE GEORGES JACQUET,2021-03-19T00:00:00,ELECTRICITE,1984
CAP BERRIAT RUE GEORGES JACQUET,2021-03-19T00:00:00,ELECTRICITE,484
MJC LUCIE AUBRAC,2021-02-28T00:00:00,ELECTRICITE,3639
MJC LUCIE AUBRAC,2021-02-28T00:00:00,ELECTRICITE,"121,77"
MJC LUCIE AUBRAC,2021-04-30T00:00:00,ELECTRICITE,3274
MJC LUCIE AUBRAC,2021-05-18T00:00:00,ELECTRICITE,"170,61"
MJC LUCIE AUBRAC,2021-06-30T00:00:00,ELECTRICITE,"42,57"
MJC LUCIE AUBRAC,2021-06-30T00:00:00,ELECTRICITE,3210
MJC LUCIE AUBRAC,2021-08-31T00:00:00,ELECTRICITE,"54,45"
MJC LUCIE AUBRAC,2021-08-31T00:00:00,ELECTRICITE,3255
MJC LUCIE AUBRAC,2021-10-31T00:00:00,ELECTRICITE,"81,18"
MJC LUCIE AUBRAC,2021-10-31T00:00:00,ELECTRICITE,3328
MJC LUCIE AUBRAC,2021-12-31T00:00:00,ELECTRICITE,"29,04"
MJC LUCIE AUBRAC,2021-12-31T00:00:00,ELECTRICITE,2067
MJC MUTUALITE-ATELIER BOIS,2021-02-28T00:00:00,ELECTRICITE,2726
MJC MUTUALITE-ATELIER BOIS,2021-04-30T00:00:00,ELECTRICITE,2523
MJC MUTUALITE-ATELIER BOIS,2021-06-30T00:00:00,ELECTRICITE,2113
MJC MUTUALITE-ATELIER BOIS,2021-08-31T00:00:00,ELECTRICITE,-1494
MJC MUTUALITE-ATELIER BOIS,2021-10-31T00:00:00,ELECTRICITE,1666
MJC MUTUALITE-ATELIER BOIS,2021-12-31T00:00:00,ELECTRICITE,9195
PARMENTIER - MQ BERRIAT,2021-02-28T00:00:00,ELECTRICITE,4660
PARMENTIER - MQ BERRIAT,2021-04-30T00:00:00,ELECTRICITE,3827
PARMENTIER - MQ BERRIAT,2021-06-30T00:00:00,ELECTRICITE,3204
PARMENTIER - MQ BERRIAT,2021-08-31T00:00:00,ELECTRICITE,3289
PARMENTIER - MQ BERRIAT,2021-10-31T00:00:00,ELECTRICITE,3771
PARMENTIER - MQ BERRIAT,2021-12-31T00:00:00,ELECTRICITE,4250
MJC ALLOBROGES HAUQUELIN,2021-01-02T00:00:00,ELECTRICITE,4289
MJC ALLOBROGES HAUQUELIN,2021-01-03T00:00:00,ELECTRICITE,3065
MJC ALLOBROGES HAUQUELIN,2021-01-04T00:00:00,ELECTRICITE,3474
MJC ALLOBROGES HAUQUELIN,2021-01-05T00:00:00,ELECTRICITE,2375
MJC ALLOBROGES HAUQUELIN,2021-01-06T00:00:00,ELECTRICITE,2615
MJC ALLOBROGES HAUQUELIN,2021-01-06T00:00:00,ELECTRICITE,0
MJC ALLOBROGES HAUQUELIN,2021-01-08T00:00:00,ELECTRICITE,5313
MJC ALLOBROGES HAUQUELIN,2021-01-09T00:00:00,ELECTRICITE,1316
MJC ALLOBROGES HAUQUELIN,2021-01-10T00:00:00,ELECTRICITE,2914
MJC ALLOBROGES HAUQUELIN,2021-01-11T00:00:00,ELECTRICITE,4304
MJC ALLOBROGES HAUQUELIN,2021-01-12T00:00:00,ELECTRICITE,4821
MJC ALLOBROGES HAUQUELIN,2021-12-31T00:00:00,ELECTRICITE,4485
MJC ALLOBROGES HAUQUELIN,2021-12-31T00:00:00,ELECTRICITE,0
MAISON DES INITIATIVES,2021-01-31T00:00:00,ELECTRICITE,1112
MAISON DES INITIATIVES,2021-03-31T00:00:00,ELECTRICITE,1160
MAISON DES INITIATIVES,2021-04-06T00:00:00,ELECTRICITE,1218
MAISON DES INITIATIVES,2021-07-31T00:00:00,ELECTRICITE,912
MAISON DES INITIATIVES,2021-09-30T00:00:00,ELECTRICITE,988
MAISON DES INITIATIVES,2021-11-30T00:00:00,ELECTRICITE,1193
MJC ANATOLE FRANCE 2,2021-02-28T00:00:00,ELECTRICITE,5346
MJC ANATOLE FRANCE 2,2021-04-30T00:00:00,ELECTRICITE,4811
MJC ANATOLE FRANCE 2,2021-07-31T00:00:00,ELECTRICITE,-5398
MJC ANATOLE FRANCE 2,2021-08-31T00:00:00,ELECTRICITE,2116
MJC ANATOLE FRANCE 2,2021-11-16T00:00:00,ELECTRICITE,5176
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-02-28T00:00:00,ELECTRICITE,576
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-05-31T00:00:00,ELECTRICITE,-83
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-06-30T00:00:00,ELECTRICITE,144
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-08-31T00:00:00,ELECTRICITE,299
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-10-31T00:00:00,ELECTRICITE,335
ANNEXE MJC ALLOBROGES MAGNANERIE,2021-12-31T00:00:00,ELECTRICITE,417
PARMENTIER - MQ BERRIAT,2021-01-29T00:00:00,ELECTRICITE,1367
PARMENTIER - MQ BERRIAT,2021-03-31T00:00:00,ELECTRICITE,601
PARMENTIER - MQ BERRIAT,2021-05-31T00:00:00,ELECTRICITE,441
PARMENTIER - MQ BERRIAT,2021-02-08T00:00:00,ELECTRICITE,895
PARMENTIER - MQ BERRIAT,2021-09-30T00:00:00,ELECTRICITE,505
PARMENTIER - MQ BERRIAT,2021-11-30T00:00:00,ELECTRICITE,850
ANNEXE ME CLOS D'OR,2021-01-31T00:00:00,ELECTRICITE,0
ANNEXE ME CLOS D'OR,2021-03-31T00:00:00,ELECTRICITE,0
ANNEXE ME CLOS D'OR,2021-05-31T00:00:00,ELECTRICITE,0
ANNEXE ME CLOS D'OR,2021-07-31T00:00:00,ELECTRICITE,0
ANNEXE ME CLOS D'OR,2021-09-30T00:00:00,ELECTRICITE,0
ANNEXE ME CLOS D'OR,2021-11-30T00:00:00,ELECTRICITE,0
ANNEXE DROITE MJC ANATOLE FRANCE,2021-02-28T00:00:00,ELECTRICITE,362
ANNEXE DROITE MJC ANATOLE FRANCE,2021-04-30T00:00:00,ELECTRICITE,298
ANNEXE DROITE MJC ANATOLE FRANCE,2021-06-30T00:00:00,ELECTRICITE,221
ANNEXE DROITE MJC ANATOLE FRANCE,2021-08-31T00:00:00,ELECTRICITE,198
ANNEXE DROITE MJC ANATOLE FRANCE,2021-10-31T00:00:00,ELECTRICITE,295
ANNEXE DROITE MJC ANATOLE FRANCE,2021-12-31T00:00:00,ELECTRICITE,383
ANNEXE MJC LUCIE AUBRAC,2021-01-31T00:00:00,ELECTRICITE,0
ANNEXE MJC LUCIE AUBRAC,2021-03-31T00:00:00,ELECTRICITE,0
ANNEXE MJC LUCIE AUBRAC,2021-05-31T00:00:00,ELECTRICITE,0
ANNEXE MJC LUCIE AUBRAC,2021-07-31T00:00:00,ELECTRICITE,0
ANNEXE MJC LUCIE AUBRAC,2021-09-30T00:00:00,ELECTRICITE,0
ANNEXE MJC LUCIE AUBRAC,2021-11-30T00:00:00,ELECTRICITE,0
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-02-28T00:00:00,ELECTRICITE,523
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-04-30T00:00:00,ELECTRICITE,465
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-06-30T00:00:00,ELECTRICITE,378
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-08-31T00:00:00,ELECTRICITE,342
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-10-31T00:00:00,ELECTRICITE,506
ANNEXE ACTIVITE MUSICALE MQ MUTUALITE,2021-12-31T00:00:00,ELECTRICITE,731
MPT SAINT LAURENT,2021-02-28T00:00:00,ELECTRICITE,666
MPT SAINT LAURENT,2021-04-29T00:00:00,ELECTRICITE,850
MPT SAINT LAURENT,2021-06-30T00:00:00,ELECTRICITE,461
MPT SAINT LAURENT,2021-08-31T00:00:00,ELECTRICITE,434
MPT SAINT LAURENT,2021-02-11T00:00:00,ELECTRICITE,470
MPT SAINT LAURENT,2021-12-31T00:00:00,ELECTRICITE,757
PARMENTIER - MQ BERRIAT,2021-02-25T00:00:00,ELECTRICITE,1799
PARMENTIER - MQ BERRIAT,2021-03-31T00:00:00,ELECTRICITE,548
PARMENTIER - MQ BERRIAT,2021-05-31T00:00:00,ELECTRICITE,764
PARMENTIER - MQ BERRIAT,2021-07-31T00:00:00,ELECTRICITE,600
PARMENTIER - MQ BERRIAT,2021-09-30T00:00:00,ELECTRICITE,663
PARMENTIER - MQ BERRIAT,2021-11-30T00:00:00,ELECTRICITE,1093
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-02-28T00:00:00,ELECTRICITE,"511,8"
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-04-30T00:00:00,ELECTRICITE,"561,6"
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-06-30T00:00:00,ELECTRICITE,648
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-08-31T00:00:00,ELECTRICITE,"820,2"
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-10-31T00:00:00,ELECTRICITE,708
ROCKTAMBULE EQUIPEMENT JEUNES HOCHE,2021-12-31T00:00:00,ELECTRICITE,"550,2"
LA CORDEE,2021-01-02T00:00:00,ELECTRICITE,3487
LA CORDEE,2021-01-03T00:00:00,ELECTRICITE,3506
LA CORDEE,2021-01-04T00:00:00,ELECTRICITE,3305
LA CORDEE,2021-01-05T00:00:00,ELECTRICITE,2348
LA CORDEE,2021-01-06T00:00:00,ELECTRICITE,2364
LA CORDEE,2021-01-06T00:00:00,ELECTRICITE,531
LA CORDEE,2021-01-07T00:00:00,ELECTRICITE,2354
LA CORDEE,2021-01-09T00:00:00,ELECTRICITE,4666
LA CORDEE,2021-01-10T00:00:00,ELECTRICITE,2278
LA CORDEE,2021-01-11T00:00:00,ELECTRICITE,3503
LA CORDEE,2021-01-12T00:00:00,ELECTRICITE,3429
LA CORDEE,2021-12-31T00:00:00,ELECTRICITE,3587
LA CORDEE,2021-12-31T00:00:00,ELECTRICITE,0
ANNEXE M.J.C. PREMOL 2RUE C.KOGAN,2021-02-28T00:00:00,ELECTRICITE,0
ANNEXE M.J.C. PREMOL 2RUE C.KOGAN,2021-04-30T00:00:00,ELECTRICITE,0
ANNEXE M.J.C. PREMOL 2RUE C.KOGAN,2021-06-30T00:00:00,ELECTRICITE,0
ANNEXE M.J.C. PREMOL 2RUE C.KOGAN,2021-09-28T00:00:00,ELECTRICITE,0
ANNEXE M.J.C. PREMOL 2RUE C.KOGAN,2021-10-31T00:00:00,ELECTRICITE,0
